Date_(M/D/Y),Experiment_Day,Jar_#,Jar_ID,Temperature_Cycle,Temperature_Cycle_Day,Temperature_Cycle_Total_Days,Temperature_Cycle_Number,Temperature_C,Enrichment_(gPP/L),Sample_Volume_(mL),Dilution_Volume_(mL),Sub_Sample_Volume_(mL),E.patella_abundance_(#protists),Diluted_E.patella_(yes/no),T.pyriformis_abundance_(#protists),Diluted_T.pyriformis_(yes/no),E.patella_Density_(#protists/mL),T.pyriformis_Density_(#protists/mL)
08/10/20,62,11,AHT2,A,15,16,4,27,0.4,0.3,10.0,0.3,N/A,N/A,58,YES,N/A,6637.777778
08/10/20,62,12,AHT3,A,15,16,4,27,0.4,0.3,10.0,0.3,N/A,N/A,26,YES,N/A,2975.555556
08/10/20,62,13,AHT4,A,15,16,4,27,0.4,0.3,10.0,0.3,N/A,N/A,41,YES,N/A,4692.222222
08/10/20,62,5,ALE1,A,15,16,4,27,0.1,0.3,0.0,N/A,0,NO,0,NO,0,0
08/10/20,62,6,ALE2,A,15,16,4,27,0.1,0.3,0.0,N/A,0,NO,0,NO,0,0
08/10/20,62,7,ALE3,A,15,16,4,27,0.1,0.3,0.0,N/A,0,NO,9,NO,0,30
08/10/20,62,8,ALE4,A,15,16,4,27,0.1,0.3,0.0,N/A,4,NO,10,NO,13.33333333,33.33333333
08/10/20,62,9,ALE5,A,15,16,4,27,0.1,0.3,0.0,N/A,0,NO,0,NO,0,0
08/10/20,62,1,ALT1,A,15,16,4,27,0.1,0.3,6.0,0.3,N/A,N/A,15,YES,N/A,1050
08/10/20,62,2,ALT2,A,15,16,4,27,0.1,0.3,6.0,0.3,N/A,N/A,30,YES,N/A,2100
08/10/20,62,3,ALT3,A,15,16,4,27,0.1,0.3,6.0,0.3,N/A,N/A,26,YES,N/A,1820
08/10/20,62,4,ALT4,A,15,16,4,27,0.1,0.3,6.0,0.3,N/A,N/A,16,YES,N/A,1120
08/10/20,62,32,BHE1,B,3,20,4,22,0.4,0.3,4.0,0.3,0,NO,12,YES,0,573.3333333
08/10/20,62,33,BHE2,B,3,20,4,22,0.4,0.3,0.0,N/A,0,NO,0,NO,0,0
08/10/20,62,34,BHE3,B,3,20,4,22,0.4,0.3,0.0,N/A,0,NO,0,NO,0,0
08/10/20,62,35,BHE4,B,3,20,4,22,0.4,0.3,0.0,N/A,0,NO,0,NO,0,0
08/10/20,62,36,BHE5,B,3,20,4,22,0.4,0.3,4.0,0.3,0,NO,17,YES,0,812.2222222
08/10/20,62,28,BHT1,B,3,20,4,22,0.4,0.3,10.0,0.3,N/A,N/A,18,YES,N/A,2060
08/10/20,62,29,BHT2,B,3,20,4,22,0.4,0.3,10.0,0.3,N/A,N/A,40,YES,N/A,4577.777778
08/10/20,62,30,BHT3,B,3,20,4,22,0.4,0.3,10.0,0.3,N/A,N/A,45,YES,N/A,5150
08/10/20,62,31,BHT4,B,3,20,4,22,0.4,0.3,10.0,0.3,N/A,N/A,16,YES,N/A,1831.111111
08/10/20,62,23,BLE1,B,3,20,4,22,0.1,0.3,0.0,N/A,0,NO,0,NO,0,0
08/10/20,62,24,BLE2,B,3,20,4,22,0.1,0.3,0.0,N/A,3,NO,17,NO,10,56.66666667
08/10/20,62,25,BLE3,B,3,20,4,22,0.1,0.3,0.0,N/A,0,NO,0,NO,0,0
08/10/20,62,26,BLE4,B,3,20,4,22,0.1,0.3,0.0,N/A,0,NO,0,NO,0,0
08/10/20,62,27,BLE5,B,3,20,4,22,0.1,0.3,4.0,0.3,0,NO,21,YES,0,1003.333333
08/10/20,62,19,BLT1,B,3,20,4,22,0.1,0.3,6.0,0.3,N/A,N/A,44,YES,N/A,3080
08/10/20,62,20,BLT2,B,3,20,4,22,0.1,0.3,6.0,0.3,N/A,N/A,62,YES,N/A,4340
08/10/20,62,21,BLT3,B,3,20,4,22,0.1,0.3,6.0,0.3,N/A,N/A,29,YES,N/A,2030
08/10/20,62,22,BLT4,B,3,20,4,22,0.1,0.3,6.0,0.3,N/A,N/A,82,YES,N/A,5740
07/15/20,36,43,CLE3,C,13,24,2,27,0.1,0.3,0.0,N/A,0,NO,0,NO,0,0
07/17/20,38,43,CLE3,C,15,24,2,27,0.1,0.3,0.0,N/A,0,NO,0,NO,0,0
07/20/20,41,43,CLE3,C,18,24,2,27,0.1,0.3,0.0,N/A,0,NO,0,NO,0,0
07/22/20,43,43,CLE3,C,20,24,2,27,0.1,0.3,0.0,N/A,0,NO,0,NO,0,0
07/24/20,45,43,CLE3,C,22,24,2,27,0.1,0.3,0.0,N/A,0,NO,0,NO,0,0
08/10/20,62,46,CHT1,C,15,24,3,27,0.4,0.3,10.0,0.3,N/A,N/A,25,YES,N/A,2861.111111
08/10/20,62,47,CHT2,C,15,24,3,27,0.4,0.3,10.0,0.3,N/A,N/A,18,YES,N/A,2060
08/10/20,62,48,CHT3,C,15,24,3,27,0.4,0.3,10.0,0.3,N/A,N/A,20,YES,N/A,2288.888889
08/10/20,62,49,CHT4,C,15,24,3,27,0.4,0.3,10.0,0.3,N/A,N/A,17,YES,N/A,1945.555556
07/27/20,48,43,CLE3,C,1,24,3,22,0.1,0.3,0.0,N/A,0,NO,0,NO,0,0
07/29/20,50,43,CLE3,C,3,24,3,22,0.1,0.3,0.0,N/A,0,NO,0,NO,0,0
07/31/20,52,43,CLE3,C,5,24,3,22,0.1,0.3,0.0,N/A,0,NO,0,NO,0,0
08/03/20,55,43,CLE3,C,8,24,3,22,0.1,0.3,0.0,N/A,0,NO,0,NO,0,0
08/05/20,57,43,CLE3,C,10,24,3,22,0.1,0.3,0.0,N/A,0,NO,0,NO,0,0
08/10/20,62,37,CLT1,C,15,24,3,27,0.1,0.3,6.0,0.3,N/A,N/A,64,YES,N/A,4480
08/10/20,62,38,CLT2,C,15,24,3,27,0.1,0.3,6.0,0.3,N/A,N/A,20,YES,N/A,1400
08/10/20,62,39,CLT3,C,15,24,3,27,0.1,0.3,6.0,0.3,N/A,N/A,14,YES,N/A,980
08/10/20,62,40,CLT4,C,15,24,3,27,0.1,0.3,6.0,0.3,N/A,N/A,21,YES,N/A,1470
08/11/20,63,68,DHE1,D,8,28,3,22,0.4,0.3,0.0,N/A,0,NO,0,NO,0,0
08/11/20,63,69,DHE2,D,8,28,3,22,0.4,0.3,0.0,N/A,3,NO,0,NO,10,0
08/11/20,63,70,DHE3,D,8,28,3,22,0.4,0.3,0.0,N/A,0,NO,0,NO,0,0
08/11/20,63,71,DHE4,D,8,28,3,22,0.4,0.3,0.0,N/A,0,NO,0,NO,0,0
08/11/20,63,72,DHE5,D,8,28,3,22,0.4,0.3,4.0,0.3,0,NO,25,YES,0,1194.444444
08/11/20,63,64,DHT1,D,8,28,3,22,0.4,0.3,8.0,0.3,N/A,N/A,49,YES,N/A,4518.888889
08/11/20,63,65,DHT2,D,8,28,3,22,0.4,0.3,8.0,0.3,N/A,N/A,16,YES,N/A,1475.555556
08/11/20,63,66,DHT3,D,8,28,3,22,0.4,0.3,8.0,0.3,N/A,N/A,47,YES,N/A,4334.444444
08/11/20,63,67,DHT4,D,8,28,3,22,0.4,0.3,8.0,0.3,N/A,N/A,60,YES,N/A,5533.333333
08/11/20,63,59,DLE1,D,8,28,3,22,0.1,0.3,0.0,N/A,1,NO,1,NO,3.333333333,3.333333333
08/11/20,63,60,DLE2,D,8,28,3,22,0.1,0.3,0.0,N/A,0,NO,0,NO,0,0
08/11/20,63,61,DLE3,D,8,28,3,22,0.1,0.3,0.0,N/A,0,NO,0,NO,0,0
08/11/20,63,62,DLE4,D,8,28,3,22,0.1,0.3,0.0,N/A,0,NO,0,NO,0,0
08/11/20,63,63,DLE5,D,8,28,3,22,0.1,0.3,0.0,N/A,0,NO,0,NO,0,0
08/11/20,63,55,DLT1,D,8,28,3,22,0.1,0.3,6.0,0.3,N/A,N/A,18,YES,N/A,1260
08/11/20,63,56,DLT2,D,8,28,3,22,0.1,0.3,6.0,0.3,N/A,N/A,36,YES,N/A,2520
08/11/20,63,57,DLT3,D,8,28,3,22,0.1,0.3,6.0,0.3,N/A,N/A,24,YES,N/A,1680
08/11/20,63,58,DLT4,D,8,28,3,22,0.1,0.3,6.0,0.3,N/A,N/A,29,YES,N/A,2030
08/11/20,63,86,EHE1,E,32,32,2,27,0.4,0.3,0.0,N/A,0,NO,0,NO,0,0
08/11/20,63,87,EHE2,E,32,32,2,27,0.4,0.3,2.0,0.3,0,NO,35,YES,0,894.4444444
08/11/20,63,88,EHE3,E,32,32,2,27,0.4,0.3,2.0,0.3,0,NO,14,YES,0,357.7777778
08/11/20,63,89,EHE4,E,32,32,2,27,0.4,0.3,0.0,N/A,0,NO,0,NO,0,0
08/11/20,63,90,EHE5,E,32,32,2,27,0.4,0.3,2.0,0.3,0,NO,13,YES,0,332.2222222
08/11/20,63,82,EHT1,E,32,32,2,27,0.4,0.3,8.0,0.3,N/A,N/A,24,YES,N/A,2213.333333
08/11/20,63,83,EHT2,E,32,32,2,27,0.4,0.3,8.0,0.3,N/A,N/A,26,YES,N/A,2397.777778
08/11/20,63,84,EHT3,E,32,32,2,27,0.4,0.3,8.0,0.3,N/A,N/A,20,YES,N/A,1844.444444
08/11/20,63,85,EHT4,E,32,32,2,27,0.4,0.3,8.0,0.3,N/A,N/A,22,YES,N/A,2028.888889
08/11/20,63,77,ELE1,E,32,32,2,27,0.1,0.3,2.0,0.3,0,NO,13,YES,0,332.2222222
08/11/20,63,78,ELE2,E,32,32,2,27,0.1,0.3,0.0,N/A,0,NO,0,NO,0,0
08/11/20,63,79,ELE3,E,32,32,2,27,0.1,0.3,2.0,0.3,0,NO,15,YES,0,383.3333333
08/11/20,63,80,ELE4,E,32,32,2,27,0.1,0.3,0.0,N/A,0,NO,0,NO,0,0
08/11/20,63,81,ELE5,E,32,32,2,27,0.1,0.3,0.0,N/A,0,NO,0,NO,0,0
08/11/20,63,73,ELT1,E,32,32,2,27,0.1,0.3,6.0,0.3,N/A,N/A,23,YES,N/A,1610
08/11/20,63,74,ELT2,E,32,32,2,27,0.1,0.3,6.0,0.3,N/A,N/A,24,YES,N/A,1680
08/11/20,63,75,ELT3,E,32,32,2,27,0.1,0.3,6.0,0.3,N/A,N/A,13,YES,N/A,910
08/11/20,63,76,ELT4,E,32,32,2,27,0.1,0.3,6.0,0.3,N/A,N/A,10,YES,N/A,700
08/11/20,63,104,FHE1,F,28,36,2,27,0.4,0.3,0.0,N/A,0,NO,71,NO,0,236.6666667
08/11/20,63,105,FHE2,F,28,36,2,27,0.4,0.3,0.0,N/A,0,NO,0,NO,0,0
08/11/20,63,106,FHE3,F,28,36,2,27,0.4,0.3,2.0,0.3,0,NO,18,YES,0,460
08/11/20,63,107,FHE4,F,28,36,2,27,0.4,0.3,0.0,N/A,0,NO,0,NO,0,0
08/11/20,63,108,FHE5,F,28,36,2,27,0.4,0.3,0.0,N/A,0,NO,6,NO,0,20
08/11/20,63,100,FHT1,F,28,36,2,27,0.4,0.3,8.0,0.3,N/A,N/A,28,YES,N/A,2582.222222
08/11/20,63,101,FHT2,F,28,36,2,27,0.4,0.3,8.0,0.3,N/A,N/A,23,YES,N/A,2121.111111
08/11/20,63,102,FHT3,F,28,36,2,27,0.4,0.3,8.0,0.3,N/A,N/A,27,YES,N/A,2490
08/11/20,63,103,FHT4,F,28,36,2,27,0.4,0.3,8.0,0.3,N/A,N/A,32,YES,N/A,2951.111111
08/11/20,63,95,FLE1,F,28,36,2,27,0.1,0.3,0.0,N/A,0,NO,0,NO,0,0
08/11/20,63,96,FLE2,F,28,36,2,27,0.1,0.3,0.0,N/A,0,NO,0,NO,0,0
08/11/20,63,97,FLE3,F,28,36,2,27,0.1,0.3,0.0,N/A,0,NO,46,NO,0,153.3333333
08/11/20,63,98,FLE4,F,28,36,2,27,0.1,0.3,0.0,N/A,0,NO,11,NO,0,36.66666667
08/11/20,63,99,FLE5,F,28,36,2,27,0.1,0.3,0.0,N/A,0,NO,3,NO,0,10
08/11/20,63,91,FLT1,F,28,36,2,27,0.1,0.3,6.0,0.3,N/A,N/A,30,YES,N/A,2100
08/11/20,63,92,FLT2,F,28,36,2,27,0.1,0.3,6.0,0.3,N/A,N/A,17,YES,N/A,1190
08/11/20,63,93,FLT3,F,28,36,2,27,0.1,0.3,6.0,0.3,N/A,N/A,28,YES,N/A,1960
08/11/20,63,94,FLT4,F,28,36,2,27,0.1,0.3,6.0,0.3,N/A,N/A,14,YES,N/A,980
08/12/20,64,14,AHE1,A,1,16,5,22,0.4,0.3,2.0,0.3,0,NO,50,YES,0,1277.777778
08/12/20,64,15,AHE2,A,1,16,5,22,0.4,0.3,0.0,N/A,0,NO,0,NO,0,0
08/12/20,64,16,AHE3,A,1,16,5,22,0.4,0.3,2.0,0.3,0,NO,29,YES,0,741.1111111
08/12/20,64,17,AHE4,A,1,16,5,22,0.4,0.3,0.0,N/A,0,NO,0,NO,0,0
08/12/20,64,18,AHE5,A,1,16,5,22,0.4,0.3,0.0,N/A,1,NO,50,NO,3.333333333,166.6666667
08/12/20,64,10,AHT1,A,1,16,5,22,0.4,0.3,8.0,0.3,N/A,N/A,26,YES,N/A,2397.777778
08/12/20,64,11,AHT2,A,1,16,5,22,0.4,0.3,8.0,0.3,N/A,N/A,78,YES,N/A,7193.333333
08/12/20,64,12,AHT3,A,1,16,5,22,0.4,0.3,8.0,0.3,N/A,N/A,22,YES,N/A,2028.888889
08/12/20,64,13,AHT4,A,1,16,5,22,0.4,0.3,8.0,0.3,N/A,N/A,30,YES,N/A,2766.666667
08/12/20,64,5,ALE1,A,1,16,5,22,0.1,0.3,0.0,N/A,0,NO,0,NO,0,0
08/12/20,64,6,ALE2,A,1,16,5,22,0.1,0.3,0.0,N/A,0,NO,0,NO,0,0
08/12/20,64,7,ALE3,A,1,16,5,22,0.1,0.3,0.0,N/A,0,NO,52,NO,0,173.3333333
08/12/20,64,8,ALE4,A,1,16,5,22,0.1,0.3,0.0,N/A,1,NO,82,NO,3.333333333,273.3333333
08/12/20,64,9,ALE5,A,1,16,5,22,0.1,0.3,0.0,N/A,4,NO,0,NO,13.33333333,0
08/12/20,64,1,ALT1,A,1,16,5,22,0.1,0.3,6.0,0.3,N/A,N/A,21,YES,N/A,1470
08/12/20,64,2,ALT2,A,1,16,5,22,0.1,0.3,6.0,0.3,N/A,N/A,36,YES,N/A,2520
08/12/20,64,3,ALT3,A,1,16,5,22,0.1,0.3,6.0,0.3,N/A,N/A,57,YES,N/A,3990
08/12/20,64,4,ALT4,A,1,16,5,22,0.1,0.3,4.0,0.3,N/A,N/A,13,YES,N/A,621.1111111
08/12/20,64,32,BHE1,B,5,20,4,22,0.4,0.3,4.0,0.3,0,NO,14,YES,0,668.8888889
08/12/20,64,33,BHE2,B,5,20,4,22,0.4,0.3,0.0,N/A,0,NO,0,NO,0,0
08/12/20,64,34,BHE3,B,5,20,4,22,0.4,0.3,0.0,N/A,0,NO,0,NO,0,0
08/12/20,64,35,BHE4,B,5,20,4,22,0.4,0.3,0.0,N/A,0,NO,0,NO,0,0
08/12/20,64,36,BHE5,B,5,20,4,22,0.4,0.3,4.0,0.3,0,NO,21,YES,0,1003.333333
08/12/20,64,28,BHT1,B,5,20,4,22,0.4,0.3,8.0,0.3,N/A,N/A,19,YES,N/A,1752.222222
08/12/20,64,29,BHT2,B,5,20,4,22,0.4,0.3,8.0,0.3,N/A,N/A,37,YES,N/A,3412.222222
08/12/20,64,30,BHT3,B,5,20,4,22,0.4,0.3,8.0,0.3,N/A,N/A,29,YES,N/A,2674.444444
08/12/20,64,31,BHT4,B,5,20,4,22,0.4,0.3,8.0,0.3,N/A,N/A,50,YES,N/A,4611.111111
08/12/20,64,23,BLE1,B,5,20,4,22,0.1,0.3,0.0,N/A,0,NO,0,NO,0,0
08/12/20,64,24,BLE2,B,5,20,4,22,0.1,0.3,0.0,N/A,1,NO,0,NO,3.333333333,0
08/12/20,64,25,BLE3,B,5,20,4,22,0.1,0.3,0.0,N/A,0,NO,0,NO,0,0
08/12/20,64,26,BLE4,B,5,20,4,22,0.1,0.3,0.0,N/A,0,NO,0,NO,0,0
08/12/20,64,27,BLE5,B,5,20,4,22,0.1,0.3,6.0,0.3,0,NO,19,YES,0,1330
08/12/20,64,19,BLT1,B,5,20,4,22,0.1,0.3,6.0,0.3,N/A,N/A,24,YES,N/A,1680
08/12/20,64,20,BLT2,B,5,20,4,22,0.1,0.3,6.0,0.3,N/A,N/A,78,YES,N/A,5460
08/12/20,64,21,BLT3,B,5,20,4,22,0.1,0.3,6.0,0.3,N/A,N/A,25,YES,N/A,1750
08/12/20,64,22,BLT4,B,5,20,4,22,0.1,0.3,6.0,0.3,N/A,N/A,51,YES,N/A,3570
08/07/20,59,43,CLE3,C,12,24,3,22,0.1,0.3,0.0,N/A,0,NO,0,NO,0,0
08/10/20,62,43,CLE3,C,15,24,3,27,0.1,0.3,0.0,N/A,0,NO,0,NO,0,0
08/12/20,64,43,CLE3,C,17,24,3,27,0.1,0.3,0.0,N/A,0,NO,0,NO,0,0
08/14/20,66,43,CLE3,C,19,24,3,27,0.1,0.3,0.0,N/A,0,NO,0,NO,0,0
08/17/20,69,43,CLE3,C,22,24,3,27,0.1,0.3,0.0,N/A,0,NO,0,NO,0,0
08/12/20,64,46,CHT1,C,17,24,3,27,0.4,0.3,8.0,0.3,N/A,N/A,38,YES,N/A,3504.444444
08/12/20,64,47,CHT2,C,17,24,3,27,0.4,0.3,8.0,0.3,N/A,N/A,15,YES,N/A,1383.333333
08/12/20,64,48,CHT3,C,17,24,3,27,0.4,0.3,8.0,0.3,N/A,N/A,20,YES,N/A,1844.444444
08/12/20,64,49,CHT4,C,17,24,3,27,0.4,0.3,8.0,0.3,N/A,N/A,49,YES,N/A,4518.888889
08/19/20,71,43,CLE3,C,24,24,3,27,0.1,0.3,0.0,N/A,0,NO,0,NO,0,0
08/21/20,73,43,CLE3,C,2,24,4,22,0.1,0.3,0.0,N/A,0,NO,0,NO,0,0
08/24/20,76,43,CLE3,C,5,24,4,22,0.1,0.3,0.0,N/A,0,NO,0,NO,0,0
08/26/20,78,43,CLE3,C,7,24,4,22,0.1,0.3,0.0,N/A,0,NO,0,NO,0,0
08/28/20,80,43,CLE3,C,9,24,4,22,0.1,0.3,0.0,N/A,0,NO,0,NO,0,0
08/12/20,64,37,CLT1,C,17,24,3,27,0.1,0.3,6.0,0.3,N/A,N/A,87,YES,N/A,6090
08/12/20,64,38,CLT2,C,17,24,3,27,0.1,0.3,6.0,0.3,N/A,N/A,15,YES,N/A,1050
08/12/20,64,39,CLT3,C,17,24,3,27,0.1,0.3,6.0,0.3,N/A,N/A,20,YES,N/A,1400
08/12/20,64,40,CLT4,C,17,24,3,27,0.1,0.3,6.0,0.3,N/A,N/A,18,YES,N/A,1260
08/13/20,65,68,DHE1,D,10,28,3,22,0.4,0.3,0.0,N/A,0,NO,0,NO,0,0
08/13/20,65,69,DHE2,D,10,28,3,22,0.4,0.3,0.0,N/A,1,NO,0,NO,3.333333333,0
08/13/20,65,70,DHE3,D,10,28,3,22,0.4,0.3,0.0,N/A,0,NO,0,NO,0,0
08/13/20,65,71,DHE4,D,10,28,3,22,0.4,0.3,0.0,N/A,0,NO,0,NO,0,0
08/13/20,65,72,DHE5,D,10,28,3,22,0.4,0.3,0.0,N/A,8,NO,2,NO,26.66666667,6.666666667
08/13/20,65,64,DHT1,D,10,28,3,22,0.4,0.3,8.0,0.3,N/A,N/A,32,YES,N/A,2951.111111
08/13/20,65,65,DHT2,D,10,28,3,22,0.4,0.3,8.0,0.3,N/A,N/A,36,YES,N/A,3320
08/13/20,65,66,DHT3,D,10,28,3,22,0.4,0.3,8.0,0.3,N/A,N/A,48,YES,N/A,4426.666667
08/13/20,65,67,DHT4,D,10,28,3,22,0.4,0.3,8.0,0.3,N/A,N/A,49,YES,N/A,4518.888889
08/13/20,65,59,DLE1,D,10,28,3,22,0.1,0.3,0.0,N/A,5,NO,0,NO,16.66666667,0
08/13/20,65,60,DLE2,D,10,28,3,22,0.1,0.3,0.0,N/A,0,NO,0,NO,0,0
08/13/20,65,61,DLE3,D,10,28,3,22,0.1,0.3,0.0,N/A,0,NO,1,NO,0,3.333333333
08/13/20,65,62,DLE4,D,10,28,3,22,0.1,0.3,0.0,N/A,0,NO,0,NO,0,0
08/13/20,65,63,DLE5,D,10,28,3,22,0.1,0.3,0.0,N/A,0,NO,0,NO,0,0
08/13/20,65,55,DLT1,D,10,28,3,22,0.1,0.3,6.0,0.3,N/A,N/A,21,YES,N/A,1470
08/13/20,65,56,DLT2,D,10,28,3,22,0.1,0.3,6.0,0.3,N/A,N/A,24,YES,N/A,1680
08/13/20,65,57,DLT3,D,10,28,3,22,0.1,0.3,6.0,0.3,N/A,N/A,30,YES,N/A,2100
08/13/20,65,58,DLT4,D,10,28,3,22,0.1,0.3,6.0,0.3,N/A,N/A,22,YES,N/A,1540
08/13/20,65,86,EHE1,E,2,32,3,22,0.4,0.3,0.0,N/A,0,NO,0,NO,0,0
08/13/20,65,87,EHE2,E,2,32,3,22,0.4,0.3,0.0,N/A,0,NO,46,NO,0,153.3333333
08/13/20,65,88,EHE3,E,2,32,3,22,0.4,0.3,0.0,N/A,0,NO,67,NO,0,223.3333333
08/13/20,65,89,EHE4,E,2,32,3,22,0.4,0.3,0.0,N/A,0,NO,0,NO,0,0
08/13/20,65,90,EHE5,E,2,32,3,22,0.4,0.3,0.0,N/A,0,NO,42,NO,0,140
08/13/20,65,82,EHT1,E,2,32,3,22,0.4,0.3,8.0,0.3,N/A,N/A,33,YES,N/A,3043.333333
08/13/20,65,83,EHT2,E,2,32,3,22,0.4,0.3,8.0,0.3,N/A,N/A,16,YES,N/A,1475.555556
08/13/20,65,84,EHT3,E,2,32,3,22,0.4,0.3,8.0,0.3,N/A,N/A,15,YES,N/A,1383.333333
08/13/20,65,85,EHT4,E,2,32,3,22,0.4,0.3,8.0,0.3,N/A,N/A,24,YES,N/A,2213.333333
08/13/20,65,77,ELE1,E,2,32,3,22,0.1,0.3,2.0,0.3,0,NO,13,YES,0,332.2222222
08/13/20,65,78,ELE2,E,2,32,3,22,0.1,0.3,0.0,N/A,0,NO,0,NO,0,0
08/13/20,65,79,ELE3,E,2,32,3,22,0.1,0.3,0.0,N/A,0,NO,68,NO,0,226.6666667
08/13/20,65,80,ELE4,E,2,32,3,22,0.1,0.3,0.0,N/A,0,NO,0,NO,0,0
08/13/20,65,81,ELE5,E,2,32,3,22,0.1,0.3,0.0,N/A,0,NO,0,NO,0,0
08/13/20,65,73,ELT1,E,2,32,3,22,0.1,0.3,6.0,0.3,N/A,N/A,17,YES,N/A,1190
08/13/20,65,74,ELT2,E,2,32,3,22,0.1,0.3,6.0,0.3,N/A,N/A,19,YES,N/A,1330
08/13/20,65,75,ELT3,E,2,32,3,22,0.1,0.3,6.0,0.3,N/A,N/A,25,YES,N/A,1750
08/13/20,65,76,ELT4,E,2,32,3,22,0.1,0.3,6.0,0.3,N/A,N/A,18,YES,N/A,1260
08/13/20,65,104,FHE1,F,30,36,2,27,0.4,0.3,0.0,N/A,0,NO,85,NO,0,283.3333333
08/13/20,65,105,FHE2,F,30,36,2,27,0.4,0.3,0.0,N/A,0,NO,0,NO,0,0
08/13/20,65,106,FHE3,F,30,36,2,27,0.4,0.3,0.0,N/A,2,NO,12,NO,6.666666667,40
08/13/20,65,107,FHE4,F,30,36,2,27,0.4,0.3,0.0,N/A,1,NO,1,NO,3.333333333,3.333333333
08/13/20,65,108,FHE5,F,30,36,2,27,0.4,0.3,0.0,N/A,0,NO,0,NO,0,0
08/13/20,65,100,FHT1,F,30,36,2,27,0.4,0.3,8.0,0.3,N/A,N/A,34,YES,N/A,3135.555556
08/13/20,65,101,FHT2,F,30,36,2,27,0.4,0.3,8.0,0.3,N/A,N/A,17,YES,N/A,1567.777778
08/13/20,65,102,FHT3,F,30,36,2,27,0.4,0.3,8.0,0.3,N/A,N/A,36,YES,N/A,3320
08/13/20,65,103,FHT4,F,30,36,2,27,0.4,0.3,8.0,0.3,N/A,N/A,40,YES,N/A,3688.888889
08/13/20,65,95,FLE1,F,30,36,2,27,0.1,0.3,0.0,N/A,0,NO,0,NO,0,0
08/13/20,65,96,FLE2,F,30,36,2,27,0.1,0.3,0.0,N/A,0,NO,0,NO,0,0
08/13/20,65,97,FLE3,F,30,36,2,27,0.1,0.3,0.0,N/A,0,NO,34,NO,0,113.3333333
08/13/20,65,98,FLE4,F,30,36,2,27,0.1,0.3,0.0,N/A,0,NO,83,NO,0,276.6666667
08/13/20,65,99,FLE5,F,30,36,2,27,0.1,0.3,0.0,N/A,0,NO,28,NO,0,93.33333333
08/13/20,65,91,FLT1,F,30,36,2,27,0.1,0.3,6.0,0.3,N/A,N/A,18,YES,N/A,1260
08/13/20,65,92,FLT2,F,30,36,2,27,0.1,0.3,6.0,0.3,N/A,N/A,45,YES,N/A,3150
08/13/20,65,93,FLT3,F,30,36,2,27,0.1,0.3,6.0,0.3,N/A,N/A,31,YES,N/A,2170
08/13/20,65,94,FLT4,F,30,36,2,27,0.1,0.3,6.0,0.3,N/A,N/A,48,YES,N/A,3360
08/14/20,66,14,AHE1,A,3,16,5,22,0.4,0.3,2.0,0.3,0,NO,46,YES,0,1175.555556
08/14/20,66,15,AHE2,A,3,16,5,22,0.4,0.3,0.0,N/A,0,NO,0,NO,0,0
08/14/20,66,16,AHE3,A,3,16,5,22,0.4,0.3,2.0,0.3,0,NO,33,YES,0,843.3333333
08/14/20,66,17,AHE4,A,3,16,5,22,0.4,0.3,0.0,N/A,0,NO,0,NO,0,0
08/14/20,66,18,AHE5,A,3,16,5,22,0.4,0.3,0.0,N/A,0,NO,31,NO,0,103.3333333
08/14/20,66,10,AHT1,A,3,16,5,22,0.4,0.3,8.0,0.3,N/A,N/A,16,YES,N/A,1475.555556
08/14/20,66,11,AHT2,A,3,16,5,22,0.4,0.3,8.0,0.3,N/A,N/A,63,YES,N/A,5810
08/14/20,66,12,AHT3,A,3,16,5,22,0.4,0.3,8.0,0.3,N/A,N/A,28,YES,N/A,2582.222222
08/14/20,66,13,AHT4,A,3,16,5,22,0.4,0.3,8.0,0.3,N/A,N/A,29,YES,N/A,2674.444444
08/14/20,66,5,ALE1,A,3,16,5,22,0.1,0.3,0.0,N/A,0,NO,0,NO,0,0
08/14/20,66,6,ALE2,A,3,16,5,22,0.1,0.3,0.0,N/A,0,NO,0,NO,0,0
08/14/20,66,7,ALE3,A,3,16,5,22,0.1,0.3,0.0,N/A,0,NO,71,NO,0,236.6666667
08/14/20,66,8,ALE4,A,3,16,5,22,0.1,0.3,0.0,N/A,6,NO,2,NO,20,6.666666667
08/14/20,66,9,ALE5,A,3,16,5,22,0.1,0.3,0.0,N/A,0,NO,0,NO,0,0
08/14/20,66,1,ALT1,A,3,16,5,22,0.1,0.3,6.0,0.3,N/A,N/A,12,YES,N/A,840
08/14/20,66,2,ALT2,A,3,16,5,22,0.1,0.3,6.0,0.3,N/A,N/A,18,YES,N/A,1260
08/14/20,66,3,ALT3,A,3,16,5,22,0.1,0.3,6.0,0.3,N/A,N/A,45,YES,N/A,3150
08/14/20,66,4,ALT4,A,3,16,5,22,0.1,0.3,6.0,0.3,N/A,N/A,13,YES,N/A,910
08/14/20,66,32,BHE1,B,7,20,4,22,0.4,0.3,4.0,0.3,0,NO,31,YES,0,1481.111111
08/14/20,66,33,BHE2,B,7,20,4,22,0.4,0.3,0.0,N/A,0,NO,0,NO,0,0
08/14/20,66,34,BHE3,B,7,20,4,22,0.4,0.3,0.0,N/A,0,NO,0,NO,0,0
08/14/20,66,35,BHE4,B,7,20,4,22,0.4,0.3,0.0,N/A,0,NO,0,NO,0,0
